,userid,,connectionid,,status,
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rory_Grant,"','",Guido_Quigley,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cierra_Hintz,"','",Dina,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Arianna.Ryan,"','",Nestor,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ryleigh_Rice,"','",Cullen.Block,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Myron.Deckow,"','",Cielo_Hackett,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hayden.Friesen,"','",Cruz.Stoltenberg,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Camryn_Emmerich,"','",Elenora,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Iliana,"','",Jevon.Windler,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cole_Bashirian,"','",Juvenal.Schinner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Velva.Ortiz,"','",Hayley,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brandyn_Hoppe,"','",Cydney,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jena_Rau,"','",Thelma,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tad.Anderson,"','",Joany.Hodkiewicz,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Camron.Mitchell,"','",Santiago,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Guillermo.Hand,"','",Laura,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Garland_Powlowski,"','",Davon_Schulist,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pearline,"','",Kobe,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ramona_Kemmer,"','",Verna,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Candelario.Gislason,"','",Tessie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pierce_Cummerata,"','",Rodger_Reynolds,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Estrella_Fahey,"','",Alvis_Schimmel,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jamar_Mohr,"','",Sage,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Davin,"','",Noble,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Beau.Toy,"','",Aurelia.Jacobson,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eloy.Runolfsdottir,"','",Erika,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Yesenia_Kohler,"','",Helena,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kobe.Osinski,"','",Thomas_Rosenbaum,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Abbie_Ratke,"','",Enos,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Yasmeen.Kovacek,"','",Matilde,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Randal_Morar,"','",Genoveva,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Betty.Greenholt,"','",Rocky,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jerome,"','",Coby,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eda.Bashirian,"','",Nigel_Mann,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tomas,"','",Corene,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Wilfredo.Mills,"','",Delfina_Smitham,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Claudine_Kuhn,"','",Deshaun.Brown,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alysa.Bednar,"','",Casey_Streich,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Albertha_Turner,"','",Andy_Corkery,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Vincent,"','",Maymie.Goldner,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Onie_Crooks,"','",Lafayette,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Isabel.Herzog,"','",Angelita,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gonzalo_Cassin,"','",Weldon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shana_Runolfsson,"','",Quincy.Ortiz,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jadon_Zulauf,"','",Newell,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kristina,"','",Nyah,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Augustine_Dibbert,"','",Quincy,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Titus_Walter,"','",Johnny,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Izabella_Heathcote,"','",Timmothy_Dickens,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Amos_Strosin,"','",Mavis.Barton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dianna.Ledner,"','",Cydney,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hugh_Jenkins,"','",Caleigh,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sylvester,"','",Reggie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Verlie_Balistreri,"','",Vincent_Monahan,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Libbie_Weber,"','",Tristian.Aufderhar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Laurel.Cormier,"','",Lukas,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Janae.Cremin,"','",Shea_Pouros,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Johanna.Cassin,"','",Jamar_Gleason,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Estevan.Bosco,"','",Norma.Adams,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Roel,"','",Wendell,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Edwin.Simonis,"','",Ezequiel,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Luella.Jones,"','",Daisha,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jessyca_Ruecker,"','",Estelle.Oberbrunner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",June.Legros,"','",Ines,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Wilfrid_Shanahan,"','",Kayley_Koepp,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Carmella_Ebert,"','",Parker_O''Connell,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Josie.Mayer,"','",Robert,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Newell_Connelly,"','",Vernon,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alex.Konopelski,"','",Marcia_Brakus,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jaydon.Hermann,"','",Valentin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Creola_Buckridge,"','",Gregoria,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eldora_Stark,"','",Adelia,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Braulio.Cormier,"','",Florida_Von,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Winfield_Stamm,"','",Harvey.Cruickshank,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Claudine_Wehner,"','",Elliott,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ciara_Kunde,"','",Trent.Hamill,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nelson_Considine,"','",Reta_Monahan,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Morris_Harris,"','",Mitchell,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gabrielle.Fay,"','",Emilie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Candida_Simonis,"','",Estefania.Pollich,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cyril.Boehm,"','",Lila.Beatty,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mohammad_Connelly,"','",Brayan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tate.Hegmann,"','",Tobin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Vince_Homenick,"','",Faustino,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elizabeth_Predovic,"','",Xander_Kshlerin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Magali.Reilly,"','",Keven,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Quincy.Bergnaum,"','",Willie_Gleichner,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Reece.Purdy,"','",Domingo,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mollie_Mraz,"','",Paxton,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jarvis.Boyle,"','",Jerel.Cummerata,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rocio_Flatley,"','",Jaydon.Hermann,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Polly_Fahey,"','",Gabriel.Leuschke,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Molly.Wiegand,"','",Pablo_Bechtelar,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Janice_Marquardt,"','",Ashton,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freddy_Erdman,"','",Margaret,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maryam.Corwin,"','",Edna.Considine,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Raymundo.Zieme,"','",Easton_Osinski,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Larry_Koss,"','",Nola,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maud_Leannon,"','",Nona_Balistreri,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Willy_Hills,"','",Delmer,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Derek_Mills,"','",Shannon,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Horace.Smith,"','",Samara.Wilderman,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jade.Schinner,"','",Precious,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Katherine,"','",Brent_O''Keefe,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jamil.D''Amore,"','",Geovany_Leuschke,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Joseph.Nolan,"','",Conor,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Adela.Lebsack,"','",Keyshawn_Marvin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Luna_Brekke,"','",Jessika,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kenny_Morissette,"','",Destin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marisa.Dach,"','",Archibald,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cordia.Morar,"','",Shanie.Langosh,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Daija_Hayes,"','",Jaqueline,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Davion.Skiles,"','",Edgar,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Buddy_Lemke,"','",Reba_Har??ann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Clemmie.Wuckert,"','",Celine,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Meredith_Nitzsche,"','",Kelsi_Rippin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kieran,"','",Ettie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Stephon_Cummings,"','",Elissa,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Karine.Kassulke,"','",Irma,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brooklyn.Balistreri,"','",Corbin_McClure,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Adell_Sawayn,"','",Lucio.Grimes,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Johnathan_Hoeger,"','",Maymie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Macey.Medhurst,"','",Destinee_Hodkiewicz,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marlee.Koch,"','",Osbaldo_Gerlach,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Carroll.Hirthe,"','",Anais.Bauch,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Madie_Spinka,"','",Taryn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dorian_West,"','",Laurence.Rath,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dixie.Reynolds,"','",Verner,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Deshawn.Homenick,"','",Lottie_Klocko,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ronny_Orn,"','",Nyah,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Justice.Ledner,"','",Destany,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Abby.Hansen,"','",Araceli.Buckridge,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Trenton.Wisozk,"','",Susie.Hegmann,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jarred,"','",Lorenza,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Van.Murray,"','",Freeman.Kuhic,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tony.Turcotte,"','",Dangelo,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Anya.Kunde,"','",Matt,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Toni.Koelpin,"','",Magnolia,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nikki.Schneider,"','",Emiliano.Schulist,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Araceli_Glover,"','",Enid,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alphonso_O''Kon,"','",Hilbert.Kirlin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Liza,"','",Ezequiel,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Yoshiko,"','",Jovanny,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brody.Feest,"','",Carmel,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jules_Lebsack,"','",Norris.Willms,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kiera_Runolfsdottir,"','",Marisol_Mueller,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Orpha_Kihn,"','",Desiree.Abernathy,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alphonso.Aufderhar,"','",Zakary.Schuster,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Imani,"','",Krystina_Zboncak,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pearlie_Goodwin,"','",Guido.Boyer,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brandy.Beier,"','",Ofelia,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shaina_Adams,"','",Donnie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kianna_Weimann,"','",Sedrick.Herman,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Samara_Marquardt,"','",Judy,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Matilda_Bednar,"','",Mason.Kub,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Keanu_Romaguera,"','",Edmond,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Christiana_Wisoky,"','",Palma_Von,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maida.Watsica,"','",Gussie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lacey.Howell,"','",Florida,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Antonio,"','",Precious,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Halie.Koch,"','",Eryn.Stanton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jefferey_Mante,"','",Madie_Towne,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brenden_Green,"','",Trinity.Feest,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Arvid.Schneider,"','",Amalia.Cartwright,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marques_Willms,"','",Etha.Schumm,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Leif,"','",Suzanne,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Franco.Toy,"','",Corbin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Zora_Mosciski,"','",Jammie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shakira_Harvey,"','",Adeline.Strosin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tyrell.Wolff,"','",Keara,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Aisha_Tremblay,"','",Emerald,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Julie_O''Conner,"','",Paris.Hammes,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Koby_King,"','",Edna.Considine,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cortney.Kunde,"','",Fiona,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexander.Prosacco,"','",Emma_Hilpert,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Norval.Goldner,"','",Garrison,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Prince.O''Reilly,"','",Jackeline,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Minnie.Kunde,"','",Ericka,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mireille.Krajcik,"','",Ora.Mosciski,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elise_Fisher,"','",Rylan,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gregorio_Feeney,"','",Wallace.Ziemann,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Verla_Bechtelar,"','",Hillard.Schroeder,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Candace.Kuphal,"','",Preston,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ray.Kohler,"','",Dana_Moore,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Diamond_Cartwright,"','",Buford_Torp,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexander_Willms,"','",Estell,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lloyd.Osinski,"','",Hellen,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tommie.Corwin,"','",Isai.Fisher,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jadon_Simonis,"','",Eleazar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Adelle_Schmidt,"','",Joey,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dock.Buckridge,"','",Dayton,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Woodrow.Zboncak,"','",Paul,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Irma_Harris,"','",Neha,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Conner.Oberbrunner,"','",Rhiannon,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lyric_Lowe,"','",Alexa,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Christop_Rosenbaum,"','",Amos.O''Kon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexis_Cummerata,"','",Dedrick.Beatty,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lawrence.Becker,"','",Christa,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Leone_McKenzie,"','",Paxton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Roxanne_Ratke,"','",Henderson_Feest,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kasandra.White,"','",Carole_Fritsch,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rachelle_Reinger,"','",Kristofer.Reichert,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Raphael.Hauck,"','",Deron,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Pascale_Schowalter,"','",Ulises.Feeney,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ron.Schumm,"','",Christa.Miller,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jeramie_Ortiz,"','",Dayne,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gregoria_Padberg,"','",Carissa.Bruen,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marianna_Hirthe,"','",Esmeralda.Schultz,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lura_Huels,"','",Elijah_Shanahan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Fletcher_Strosin,"','",Kaylee,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sabrina_Goodwin,"','",Genesis_Heller,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sven_Walsh,"','",Christy,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Timmothy_Torp,"','",Adrian,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Santina.Kemmer,"','",Ludie.Hoppe,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maud_Bogisich,"','",Sally.Schuppe,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jess_Keeling,"','",Myrtle,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gerard.Larkin,"','",Garland_Hilll,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alycia,"','",Lucious_Hamill,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lorenz_Koelpin,"','",Christa_Shields,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alena_Corkery,"','",Garrison,"','",Reject,');
